image_id,mask_id,step,token_group,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
10764,1,26,catcher + black,0.6024718110698939,0.5061039909149903,0.4698935258289077,0.0460408940850218,0.8202898550724638,0.6947073798069557
10764,1,26,black,0.6058877844766716,0.5021453147136207,0.468106408096361,0.0462042560052799,0.8144927536231884,0.6948718272713509
,,,,,,,,,
10764,1_catcher,5,catcher,0.0880929447159692,0.0518770013033613,0.1369916308429319,0.1154831148507534,0.7884057971014493,0.1584782384371641
,,,,,,,,,
10764,1_catcher,26,black,0.6058877844766716,0.5021453147136207,0.468106408096361,0.0462042560052799,0.8144927536231884,0.6948718272713509
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
11051,1,5,man + black,0.5303565101256508,0.2473587912412205,0.7148049374709387,0.0220017394411599,0.7048054919908466,0.6052617881850967
11051,1,5,man,0.5303565101256508,0.2473587912412205,0.7148049374709387,0.0220017394411599,0.7048054919908466,0.6052617881850967
,,,,,,,,,
11051,1_man,5,man,0.5303565101256508,0.2473587912412205,0.7148049374709387,0.0220017394411599,0.7048054919908466,0.6052617881850967
,,,,,,,,,
11051,1_man,5,man,0.5303565101256508,0.2473587912412205,0.7148049374709387,0.0220017394411599,0.7048054919908466,0.6052617881850967
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
11051,2,26,woman + adjusting,0.377151261030102,0.2163245592851968,0.4356848567277771,0.0472741807454843,0.7208237986270023,0.4952017848521687
11051,2,26,adjusting,0.3623438594205495,0.2235189978159006,0.4354760290400443,0.0475790827241442,0.7368421052631579,0.4857962542879489
,,,,,,,,,
11051,2_woman,7,woman,0.1315343681526082,0.0417298782237894,0.3855207189265087,0.0520398448901502,0.8741418764302059,0.2286614604080254
,,,,,,,,,
11051,2_woman,26,adjusting,0.3623438594205495,0.2235189978159006,0.4354760290400443,0.0475790827241442,0.7368421052631579,0.4857962542879489
------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------,------------------------------------------------------------
