mode,target_type,target,layer,n,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
A,relation_over,2_person__3_first_person,28,1,0.25,0.0924,0.4921,0.0248,0.6812,0.3657
A,relation_over,2_person__3_second_horse,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,2_player__1,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,2_player__1_player,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,2_player__2,28,1,0.1185,0.0703,0.2549,0.0832,0.7393,0.2043
A,relation_over,2_skateboarder__1,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2_skateboarder__1_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2_skateboarder__2,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2_skateboarder__3,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2_skateboarder__3_first_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,2_skateboarder__3_second_skateboard,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3__1,28,6,0.1635,0.0991,0.2375,0.0954,0.7512,0.2685
A,relation_over,3__1_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3__1_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,3__1_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3__1_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3__2,28,6,0.1834,0.1088,0.3822,0.0764,0.7512,0.2949
A,relation_over,3__2_baby,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,3__2_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3__2_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,3__2_person,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,3__2_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3__3_first_baby,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,3__3_first_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3__3_first_person,28,3,0.084,0.0179,0.129,0.1616,0.7111,0.1502
A,relation_over,3__3_first_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3__3_second_bed,28,1,0.2237,0.099,0.5052,0.0402,0.6752,0.3361
A,relation_over,3__3_second_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,3__3_second_skateboard,28,1,0.0,0.0,0.0321,0.1899,0.8058,0.0
A,relation_over,3__3_second_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_first_baby__1,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_first_baby__1_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_first_baby__2,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,3_first_baby__2_baby,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,3_first_baby__3,28,1,0.1364,0.0642,0.9434,0.0027,0.8926,0.2366
A,relation_over,3_first_baby__3_second_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_first_dog__1,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3_first_dog__1_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3_first_dog__2,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3_first_dog__2_dog,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3_first_dog__3,28,1,0.2051,0.1616,0.2339,0.0874,0.6752,0.3146
A,relation_over,3_first_dog__3_second_bed,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,3_first_person__1,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,3_first_person__1_horse,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,3_first_person__2,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,3_first_person__2_horse,28,2,0.023,0.006,0.0293,0.1912,0.7261,0.0447
A,relation_over,3_first_person__2_person,28,1,0.25,0.0924,0.4921,0.0248,0.6812,0.3657
A,relation_over,3_first_person__3,28,3,0.084,0.0179,0.129,0.1616,0.7111,0.1502
A,relation_over,3_first_person__3_second_horse,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,3_first_skateboarder__1,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3_first_skateboarder__1_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3_first_skateboarder__2,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3_first_skateboarder__2_skateboarder,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3_first_skateboarder__3,28,1,0.1069,0.0777,0.1466,0.1317,0.8058,0.1887
A,relation_over,3_first_skateboarder__3_second_skateboard,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3_second_bed__1,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,3_second_bed__1_dog,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,3_second_bed__2,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,3_second_bed__2_dog,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,3_second_bed__3,28,1,0.2237,0.099,0.5052,0.0402,0.6752,0.3361
A,relation_over,3_second_bed__3_first_dog,28,1,0.1527,0.2006,0.1406,0.1126,0.6752,0.249
A,relation_over,3_second_horse__1,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,3_second_horse__1_horse,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,3_second_horse__2,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,3_second_horse__2_horse,28,2,0.2243,0.1006,0.3687,0.0576,0.7261,0.3427
A,relation_over,3_second_horse__2_person,28,1,0.2037,0.1479,0.2318,0.1217,0.6812,0.3136
A,relation_over,3_second_horse__3,28,3,0.2174,0.1163,0.3231,0.079,0.7111,0.333
A,relation_over,3_second_horse__3_first_person,28,3,0.0987,0.0348,0.1835,0.1357,0.7111,0.1733
A,relation_over,3_second_skateboard__1,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3_second_skateboard__1_skateboarder,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3_second_skateboard__2,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3_second_skateboard__2_skateboarder,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3_second_skateboard__3,28,1,0.0,0.0,0.0321,0.1899,0.8058,0.0
A,relation_over,3_second_skateboard__3_first_skateboarder,28,1,0.0,0.0,0.0212,0.2014,0.8058,0.0
A,relation_over,3_second_toothbrush__1,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_second_toothbrush__1_toothbrush,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_second_toothbrush__2,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_second_toothbrush__2_baby,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_second_toothbrush__3,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_over,3_second_toothbrush__3_first_baby,28,1,0.0165,0.0063,0.0754,0.1167,0.8926,0.0325
A,relation_under,1__1_tent,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,1__2,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,1__2_woman,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,1__3,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,1__3_first_woman,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,1__3_second_tent,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,1_tent__1,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,1_tent__2,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,1_tent__2_woman,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,1_tent__3,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,1_tent__3_first_woman,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,1_tent__3_second_tent,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,2__1,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,2__1_tent,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,2__2_woman,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,2__3,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,2__3_first_woman,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,2__3_second_tent,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,2_woman__1,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,2_woman__1_tent,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,2_woman__2,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,2_woman__3,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,2_woman__3_first_woman,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,2_woman__3_second_tent,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,3__1,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,3__1_tent,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,3__2,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,3__2_woman,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,3__3_first_woman,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,3__3_second_tent,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,3_first_woman__1,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,3_first_woman__1_tent,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,3_first_woman__2,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,3_first_woman__2_woman,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,3_first_woman__3,28,1,0.0608,0.0383,0.1436,0.1772,0.7449,0.1124
A,relation_under,3_first_woman__3_second_tent,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,3_second_tent__1,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,3_second_tent__1_tent,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,3_second_tent__2,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,3_second_tent__2_woman,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
A,relation_under,3_second_tent__3,28,1,0.045,0.0226,0.2437,0.0791,0.7449,0.0848
A,relation_under,3_second_tent__3_first_woman,28,1,0.0092,0.0042,0.0297,0.2157,0.7449,0.0183
